id	name	aliases	charge	formula
cs_a_deg2	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2	BIGG:bigg2415888;	-4	C37H55NO38S2
ksi_deg9	keratan sulfate I, degradation product 9	BIGG:bigg2416923;	-10	C188H301N13O166S10
ksi_deg25	keratan sulfate I, degradation product 25	BIGG:bigg2416942;	-4	C118H192N8O98S4
ksii_core2_deg9	keratan sulfate II (core 2-linked), degradation product 9	BIGG:bigg2418064;	0	C30H50N3O20X
ha	hyaluronan	KEGG:C00518;CAS:9004-61-9;BIGG:bigg35227;	-2	C28H40N2O22
prist	pristanic acid	BIGG:bigg2364527;	-1	C19H37O2
ksii_core2	keratan sulfate II (core 2-linked)	BIGG:bigg2296702;	-4	C81H129N6O67S3X
tethex3coa	tetracosahexaenoyl coenzyme A	BIGG:bigg2219658;	-4	C45H66N7O17P3S
dcsptn1crn	docosa-4,7,10,13,16-pentaenoyl carnitine	BIGG:bigg2614452;	0	C29H47NO4
g6p	D-Glucose 6-phosphate	KEGG:C00092;CAS:56-73-5;BIGG:bigg36977;	-2	C6H11O9P
trdrd	Reduced thioredoxin	KEGG:C00342;BIGG:bigg34677;	0	XH2
argsuc	N(omega)-(L-Arginino)succinate	KEGG:C03406;CAS:None;BIGG:bigg41790;	-1	C10H17N4O6
nad	Nicotinamide adenine dinucleotide	KEGG:C00003;CAS:53-84-9;BIGG:bigg33480;	-1	C21H26N7O14P2
fe3	Fe3+	KEGG:C14819;CAS:None;BIGG:bigg50061;	3	Fe
ac	Acetate	KEGG:C00033;CAS:71-50-1;BIGG:bigg33590;	-1	C2H3O2
L-dpchrm	L-Dopachrome	KEGG:C01693;CAS:97-77-8;BIGG:bigg1443253;	-1	C9H6NO4
ptth	Pantetheine	KEGG:C00831;CAS:496-65-1;BIGG:bigg36144;	0	C11H22N2O4S
g3m8masn	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	BIGG:bigg1821532;	0	C88H147N2O70X
34dhphe	3,4-Dihydroxy-L-phenylalanine	KEGG:C00355;CAS:59-92-7;BIGG:bigg34719;	0	C9H11NO4
xol7a	7 alpha-Hydroxycholesterol	KEGG:C03594;CAS:838-07-3;BIGG:bigg42155;	0	C27H46O2
xoltetrol	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane	KEGG:C05449;CAS:67-97-0;BIGG:bigg45834;	0	C27H48O4
xtp	XTP	KEGG:C00700;BIGG:bigg35735;	-4	C10H11N4O15P3
selcyst	Selenocystathionine	KEGG:C05699;CAS:2148941;BIGG:bigg46314;	0	C7H14N2O4Se
galside_hs	galactocerebroside (homo sapiens)	BIGG:bigg2265463;	0	C24H46NO7FULLRCO
ts3	Tachysterol 3	BIGG:bigg2288996;	0	C27H44O
ksii_core2_pre3	keratan sulfate II biosynthesis, precursor 3	BIGG:bigg2296401;	-1	C47H76N4O33X
etfrd	Electron transfer flavoprotein reduced	BIGG:bigg2300968;	0	RH2
hs_pre7	heparan sulfate, precursor 7	BIGG:bigg2301803;	-4	C73H109N4O58X
hista	Histamine	KEGG:C00388;CAS:51-45-6;BIGG:bigg1810403;	1	C5H10N3
hs_deg11	heparan sulfate, degradation product 11	BIGG:bigg2303857;	-8	C55H81N3O67S7
ksi_deg23	keratan sulfate I, degradation product 23	BIGG:bigg2416949;	-5	C124H201N8O106S5
alpa_hs	lysophosphatidic acid (homo sapiens)	BIGG:bigg2220567;	-2	C3H6O5PFULLRCO2
dhf	7,8-Dihydrofolate	KEGG:C00415;CAS:4033-27-6;BIGG:bigg34911;	-2	C19H19N7O6
arachdcrn	C20:4 carnitine	BIGG:bigg1586051;	0	C27H45NO4
tetpent3	tetracosapentaenoic acid, n-3	BIGG:bigg2219655;	-1	C24H37O2
3mgcoa	3-Methylglutaconyl-CoA	KEGG:C03231;BIGG:bigg41450;	-5	C27H37N7O19P3S
galgbside_hs	galactosylgloboside (homo sapiens)	BIGG:bigg2266475;	0	C50H89N2O27FULLRCO
crm_hs	ceramide (homo sapiens)	BIGG:bigg2263545;	0	C18H36NO2FULLRCO
m3emgacpail_hs	(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)	BIGG:bigg2289616;	0	C57H104N2O37P2FULLRCO2FULLR2CO2
hs_pre9	heparan sulfate, precursor 9	BIGG:bigg2301805;	-5	C87H129N5O69X
whhdca	omega hydroxy hexadecanoate (n-C16:0)	BIGG:bigg2304730;	-1	C16H31O3
5htrp	5-Hydroxy-L-tryptophan	KEGG:C00643;CAS:56-69-9;BIGG:bigg36630;	0	C11H12N2O3
dd3coa	3-dodecenoyl CoA	CAS:771-51-7;BIGG:bigg1724337;	-4	C33H52N7O17P3S
fucfuc12gal14acglcgalgluside_hs	Ley glycolipid	BIGG:bigg2419391;	0	C56H99N2O30FULLRCO
dmhptcrn	2,6 dimethylheptanoyl carnitine	BIGG:bigg2795022;	0	C16H35NO4
ttdcrn	tetradecanoyl carnitine	BIGG:bigg2921083;	0	C21H41NO4
2dr1p	2-Deoxy-D-ribose 1-phosphate	KEGG:C00672;BIGG:bigg35664;	-2	C5H9O7P
frdp	Farnesyl diphosphate	KEGG:C00448;CAS:13058-04-3;BIGG:bigg35006;	-3	C15H25O7P2
cdpchol	CDPcholine	KEGG:C00307;CAS:987-78-0;BIGG:bigg1485298;	-1	C14H25N4O11P2
m7masnB	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	BIGG:bigg1822900;	0	C64H107N2O50X
core3	Core 3	BIGG:bigg1885370;	0	C16H27N2O10X
mercplac	3-Mercaptolactate	KEGG:C05823;CAS:63-37-6;BIGG:bigg46576;	-1	C3H5O3S
2mb2coa	trans-2-Methylbut-2-enoyl-CoA	KEGG:C03345;BIGG:bigg41674;	-4	C26H38N7O17P3S
pail35p_hs	phosphatidylinositol-3,5-bisphosphate (Homo sapiens)	BIGG:bigg2266185;	-5	C9H14O15P3FULLRCO2FULLR2CO2
1a2425thvitd2	1-alpha,24R,25-Trihydroxyvitamin D2	BIGG:bigg2290317;	0	C28H44O4
ksi_pre21	keratan sulfate I biosynthesis, precursor 21	BIGG:bigg2296838;	-7	C177H284N12O145S6X
hs_pre2	heparan sulfate, precursor 2	BIGG:bigg2301798;	-2	C37H56NO31X
taxol	paclitaxel	BIGG:bigg2299793;	0	C47H31NO14
hs_deg5	heparan sulfate, degradation product 5	BIGG:bigg2303791;	-11	C67H97N4O86S10
thmpp	Thiamine diphosphate	KEGG:C00068;CAS:154-87-0;BIGG:bigg33732;	-2	C12H16N4O7P2S
retinal-cis-13	cis-13-retinal	BIGG:bigg2455100;	0	C20H28O
sbt-D	D-Sorbitol	KEGG:C00794;CAS:50-70-4;BIGG:bigg36018;	0	C6H14O6
dedolp_L	Dehydrodolichol phosphate, human liver homolog	BIGG:bigg1817981;	-20	C1080H1738O40P10
glutcoa	Glutaryl-CoA	KEGG:C00527;CAS:103192-48-9;BIGG:bigg35255;	-5	C26H37N7O19P3S
3hpp	3-Hydroxypropanoate	KEGG:C01013;CAS:503-66-2;BIGG:bigg53188;	-1	C3H5O3
ggn	primed glycogenin (glycogenin-8[1,4-Glc])	BIGG:bigg2213853;	0	C48H81O41X
dxtrn	phosphorylase-limit dextrin (glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})	BIGG:bigg2213934;	0	C48H81O41X
mescoa	Mesaconyl-CoA	KEGG:C06028;CAS:598-35-6;BIGG:bigg47246;	-5	C26H35N7O19P3S
ksi_pre3	keratan sulfate I biosynthesis, precursor 3	BIGG:bigg2296400;	-1	C93H152N6O67X
ksi_pre15	keratan sulfate I biosynthesis, precursor 15	BIGG:bigg2296828;	-5	C149H240N10O119S4X
nicrns	Nicotinate D-ribonucleoside	KEGG:C05841;BIGG:bigg46613;	0	C11H13NO6
lneldcACP	linoelaidic acid ACP (all trans)	BIGG:bigg2377665;	-1	C29H51N2O8PRS
cs_d_deg1	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1	BIGG:bigg2416173;	-6	C45H66N2O49S4
ksi_deg8	keratan sulfate I, degradation product 8	BIGG:bigg2416922;	-10	C194H311N13O171S10
galacgalfucgalacglcgal14acglcgalgluside_hs	(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1	BIGG:bigg2419442;	0	C78H135N4O46FULLRCO
3pg	3-Phospho-D-glycerate	KEGG:C00197;BIGG:bigg34230;	-3	C3H4O7P
prpp	5-Phospho-alpha-D-ribose 1-diphosphate	KEGG:C00119;BIGG:bigg33926;	-5	C5H8O14P3
glc-D	D-Glucose	KEGG:C00031;CAS:50-99-7;BIGG:bigg33582;	0	C6H12O6
nadph	Nicotinamide adenine dinucleotide phosphate - reduced	KEGG:C00005;CAS:2646-71-1;BIGG:bigg33486;	-4	C21H26N7O17P3
asn-L	L-Asparagine	KEGG:C00152;CAS:70-47-3;BIGG:bigg34055;	0	C4H8N2O3
etoh	Ethanol	KEGG:C00469;CAS:64-17-5;BIGG:bigg35062;	0	C2H6O
mmcoa-S	(S)-Methylmalonyl-CoA	KEGG:C00683;BIGG:bigg35689;	-5	C25H35N7O19P3S
pac	Phenylacetic acid	KEGG:C07086;CAS:103-82-2;BIGG:bigg1486426;	-1	C8H7O2
thmtp	Thiamin triphosphate	KEGG:C03028;CAS:15666-52-1 3475-65-8;BIGG:bigg41046;	-3	C12H16N4O10P3S
dolp_U	Dolichol phosphate, human uterine homolog	BIGG:bigg1809216;	-20	C1025H1670O40P10
creat	Creatine	KEGG:C00300;CAS:57-00-1;BIGG:bigg34543;	0	C4H9N3O2
zym_int2	zymosterol intermediate 2	BIGG:bigg1454806;	0	C27H42O
urate	Urate	KEGG:C00366;CAS:69-93-2;BIGG:bigg34768;	0	C5H4N4O3
chol	Choline	KEGG:C00114;CAS:123-41-1;BIGG:bigg33910;	1	C5H14NO
chtn	chitin	CAS:1398-61-4;BIGG:bigg2242111;	0	C24H41N3O16
retinol	Retinol	KEGG:C00473;CAS:68-26-8;BIGG:bigg35081;	0	C20H30O
gmp	GMP	KEGG:C00144;CAS:85-32-5;BIGG:bigg34024;	-2	C10H12N5O8P
em3gacpail_hs	phosphoethanolaminyl-trimannosyl-glucosaminyl-acylphosphatidylinositol (H6')	BIGG:bigg2288928;	0	C51H94N2O32P2FULLRCO2FULLR2CO2
ksii_core2_pre8	keratan sulfate II biosynthesis, precursor 8	BIGG:bigg2296698;	-2	C75H121N6O56SX
xser	Xyl-L-Ser (protein)	BIGG:bigg2299700;	0	C5H9O4X
cspg_a	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan	BIGG:bigg2300734;	-5	C45H66N2O45S3X
whtststerone	w hydroxy testosterone	BIGG:bigg2299954;	0	C19H28O3
Rtotalcrn	R total carnitine	BIGG:bigg2392271;	0	CO2FULLRC7H14NO2
R3coa_hs	R group 3 Coenzyme A homo sapiens	BIGG:bigg2218050;	-4	XCO2C21H31N7O15P3S
cs_c_deg3	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3	BIGG:bigg2416060;	-3	C31H48NO32S2
Ntmelys	Protein N6,N6,N6-trimethyl-L-lysine	KEGG:C05546;CAS:52500-60-4;BIGG:bigg46001;	3	C3H10X
apoC-Lys	Apocarboxylase (Lys residue)	BIGG:bigg2421325;	0	C6H13N2OX
ak2lgchol_hs	1-alkyl 2-lysoglycerol 3-phosphocholine	BIGG:bigg2255865;	0	C10H21O5NPFULLR
11-cis-retfa	fatty acid 11-cis-retinol	BIGG:bigg2430294;	0	C20H29OFULLR2CO
lgnccoa	lignocericyl coenzyme A	BIGG:bigg2218833;	-4	C45H78N7O17P3S
elaidcrn	Elaidic carnitine	BIGG:bigg2614377;	0	C25H47NO4
acnacngal14acglcgalgluside_hs	3',8'-LD1	BIGG:bigg2419375;	-2	C66H111N4O38FULLRCO
5homeprazole	5 hydroxy omeprazole	BIGG:bigg2299967;	0	C17H19N3O4S
gq1balpha_hs	GQ1balpha (homo sapiens)	BIGG:bigg2266639;	-4	C88H143N6O54FULLRCO
oagd3_hs	9-O-Acetylated GD3 (homo sapiens)	BIGG:bigg2289927;	-2	C54H90N3O29FULLRCO
dctp	dCTP	KEGG:C00458;CAS:2056-98-6;BIGG:bigg35027;	-4	C9H12N3O13P3
h2o	H2O	KEGG:C00001;CAS:7732-18-5;BIGG:bigg33474;	0	H2O
thm	Thiamin	KEGG:C00378;CAS:67-03-8;BIGG:bigg34804;	1	C12H17N4OS
lpro	Lipoylprotein	KEGG:C02051;BIGG:bigg38983;	0	S2X
lanost	Lanosterol	KEGG:C01724;CAS:79-63-0;BIGG:bigg38253;	0	C30H50O
q10	Ubiquinone-10	KEGG:C00399;CAS:303-98-0;BIGG:bigg34867;	0	C59H90O4
5forthf	5-Formiminotetrahydrofolate	KEGG:C00664;BIGG:bigg35643;	-2	C20H22N8O6
35diotyr	3,5-Diiodo-L-tyrosine	KEGG:C01060;CAS:300-39-0; 66-02-4;BIGG:bigg36719;	0	C9H9I2NO3
3ityr-L	3-Iodo-L-tyrosine	KEGG:C02515;CAS:70-78-0;BIGG:bigg39998;	0	C9H10INO3
dcyt	Deoxycytidine	KEGG:C00881;CAS:951-77-9;BIGG:bigg36280;	0	C9H13N3O4
2ameph	(2-Aminoethyl)phosphonate	KEGG:C03557;CAS:46495-39-0;BIGG:bigg42076;	-1	C2H7NO3P
1mncam	1-Methylnicotinamide	BIGG:bigg2226225;	1	C7H9N2O
gluala	5-L-Glutamyl-L-alanine	KEGG:C03740;BIGG:bigg1446127;	-1	C8H13N2O5
mi1346p	1D-myo-Inositol 1,3,4,6-tetrakisphosphate	KEGG:C04477;CAS:53-42-9;BIGG:bigg43890;	-8	C6H8O18P4
mi1456p	1D-myo-Inositol 1,4,5,6-tetrakisphosphate	BIGG:bigg2264980;	-8	C6H8O18P4
ksi_pre24	keratan sulfate I biosynthesis, precursor 24	BIGG:bigg2296841;	-8	C191H306N13O158S7X
cs_d_deg3	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3	BIGG:bigg2416177;	-5	C37H54NO41S3
ksi_deg6	keratan sulfate I, degradation product 6	BIGG:bigg2416920;	-11	C210H336N15O184S11
ksi_deg10	keratan sulfate I, degradation product 10	BIGG:bigg2416924;	-9	C188H302N13O163S9
ksi_deg29	keratan sulfate I, degradation product 29	BIGG:bigg2416951;	-3	C96H157N6O80S3
thbpt4acam	Tetrahydrobiopterin-4a-carbinolamine	BIGG:bigg2419181;	0	C9H15N5O4
acngalacglcgal14acglcgalgluside_hs	VI3NeuAc-nLc6Cer	BIGG:bigg2419446;	-1	C69H118N4O40FULLRCO
5mthf	5-Methyltetrahydrofolate	KEGG:C00440;BIGG:bigg34988;	-1	C20H24N7O6
3aib-D	D-3-Amino-isobutanoate	KEGG:C03265;CAS:20312-37-2;BIGG:bigg41519;	0	C4H9NO2
dgchol	Chenodeoxyglycocholate	KEGG:C05462;CAS:67-97-0;BIGG:bigg45858;	0	C26H43NO5
glyc-S	(S)-Glycerate	BIGG:bigg2226325;	-1	C3H5O4
ser-L	L-Serine	KEGG:C00065;CAS:56-45-1;BIGG:bigg33717;	0	C3H7NO3
orn	Ornithine	KEGG:C01602;CAS:70-26-8;BIGG:bigg37976;	1	C5H13N2O2
pyam5p	Pyridoxamine 5'-phosphate	KEGG:C00647;CAS:529-96-4;BIGG:bigg35609;	-1	C8H12N2O5P
3otdcoa	3-Oxotetradecanoyl-CoA	KEGG:C05261;BIGG:bigg45449;	-4	C35H56N7O18P3S
dsT_antigen	disialyl-T antigen	BIGG:bigg1885369;	-2	C36H56N3O26X
melanin	Melanin	KEGG:C05606;CAS:8049-97-6;BIGG:bigg46115;	-1	C9H6NO4
xoltri24	7-alpha,24(S)-Dihydroxycholesterol	BIGG:bigg2197802;	0	C27H46O3
3hxkynam	3-Hydroxykynurenamine	KEGG:C05636;CAS:552-58-9;BIGG:bigg46169;	1	C9H13N2O2
5hoxindoa	5-Hydroxyindoleacetate	KEGG:C05635;CAS:552-58-9;BIGG:bigg46167;	-1	C10H8NO3
cholcoas	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)	BIGG:bigg2198961;	-4	C48H76N7O20P3S
ditp	dITP	KEGG:C01345;BIGG:bigg37399;	-4	C10H11N4O13P3
leuktrA4	Leukotriene A4	KEGG:C00909;CAS:72059-45-1;BIGG:bigg36355;	-1	C20H29O3
selcys	Selenocysteine	KEGG:C05688;CAS:4408-78-0;BIGG:bigg46290;	0	C3H7NO2Se
sel	Selenate	KEGG:C05697;CAS:2148941;BIGG:bigg46309;	-2	O4Se
thrnt	L-Threonate	KEGG:C01828;CAS:7306-96-9;BIGG:bigg38497;	-1	C4H7O5
gm1_hs	ganglioside GM1 (homo sapiens)	BIGG:bigg2265479;	-1	C55H95N3O30FULLRCO
ach	Acetylcholine	KEGG:C01996;CAS:51-84-3;BIGG:bigg38868;	1	C7H16NO2
elaid	elaidic acid	KEGG:C01712;CAS:112-79-8;BIGG:bigg38213;	-1	C18H33O2
acglc13galacglcgal14acglcgalgluside_hs	nLc7Cer	BIGG:bigg2419452;	0	C66H115N4O37FULLRCO
aprgstrn	20alpha-Hydroxyprogesterone	KEGG:C04042;CAS:145-14-2;BIGG:bigg43018;	0	C21H32O2
glu5sa	L-Glutamate 5-semialdehyde	KEGG:C01165;CAS:None;BIGG:bigg36962;	0	C5H9NO3
nm2masn	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	KEGG:C05884;CAS:91-64-5;BIGG:bigg46752;	0	C42H70N3O30X
prostgd2	Prostaglandin D2	KEGG:C00696;CAS:41598-07-6;BIGG:bigg35725;	-1	C20H31O5
lnlnca	alpha-Linolenic acid, C18:3, n-3	KEGG:C06427;CAS:463-40-1;BIGG:bigg48237;	-1	C18H29O2
5a2opntn	5-Amino-2-oxopentanoate	KEGG:C01110;BIGG:bigg36830;	0	C5H9NO3
2mp2coa	2-Methylprop-2-enoyl-CoA	KEGG:C03460;BIGG:bigg41895;	-4	C25H36N7O17P3S
mi145p	1D-myo-Inositol 1,4,5-trisphosphate	KEGG:C01245;CAS:88269-39-0;BIGG:bigg1485108;	-6	C6H9O15P3
gd1c_hs	GD1c (homo sapiens)	BIGG:bigg2266540;	-2	C66H111N4O38FULLRCO
pap	Adenosine 3',5'-bisphosphate	KEGG:C00054;CAS:1053-73-2;BIGG:bigg33684;	-4	C10H11N5O10P2
hs_pre10	heparan sulfate, precursor 10	BIGG:bigg2301806;	-5	C79H121N5O77S4X
cs_a_deg1	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1	BIGG:bigg2415875;	-4	C45H68N2O43S2
retinol-cis-11	cis-11-retinol	BIGG:bigg2265508;	0	C20H30O
mal-L	L-Malate	KEGG:C00149;CAS:97-67-6;BIGG:bigg34045;	-2	C4H4O5
cys-L	L-Cysteine	KEGG:C00097;CAS:52-90-4;BIGG:bigg33843;	0	C3H7NO2S
aprut	N-Acetylputrescine	KEGG:C02714;CAS:18233-70-0;BIGG:bigg1445791;	1	C6H15N2O
4abut	4-Aminobutanoate	KEGG:C00334;CAS:56-12-2;BIGG:bigg34652;	0	C4H9NO2
pacald	Phenylacetaldehyde	KEGG:C00601;CAS:122-78-1;BIGG:bigg35469;	0	C8H8O
selnp	Selenophosphate	KEGG:C05172;BIGG:bigg45264;	-1	H2O3PSe
fgam	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	KEGG:C04376;BIGG:bigg43690;	-2	C8H13N2O9P
n2m2nmn	reducing GlcNAc removed form of n2m2nmasn (w/o peptide)	BIGG:bigg1862875;	0	C50H84N4O36
glygn3	glycogen, structure 3 (glycogenin-7[1,4-Glc])	BIGG:bigg2213954;	0	C42H71O36X
btcoa	Butanoyl-CoA	KEGG:C00136;BIGG:bigg33988;	-4	C25H38N7O17P3S
mi3456p	1D-myo-Inositol 3,4,5,6-tetrakisphosphate	KEGG:C04520;CAS:652-69-7;BIGG:bigg43973;	-8	C6H8O18P4
acgpail_hs	N-Acetyl-D-glucosaminylphosphatidylinositol	KEGG:C01288;BIGG:bigg53806;	-1	C17H29NO14PFULLRCO2FULLR2CO2
gm3_hs	ganglioside GM3 (homo sapiens)	BIGG:bigg2265475;	-1	C41H72N2O20FULLRCO
ksi_pre10	keratan sulfate I biosynthesis, precursor 10	BIGG:bigg2296823;	-3	C129H209N9O98S2X
ksi_pre36	keratan sulfate I biosynthesis, precursor 36	BIGG:bigg2296856;	-12	C247H394N17O210S11X
ksii_core4_pre3	keratan sulfate II biosynthesis, precursor 3	BIGG:bigg2299218;	-1	C55H89N5O38X
ksii_core4_pre10	keratan sulfate II biosynthesis, precursor 10	BIGG:bigg2299225;	-3	C89H143N7O69S2X
leuktrB4woh	w-hydroxyl leukotriene B4	BIGG:bigg2299755;	-1	C20H31O5
nifedipine	nifedipine	BIGG:bigg2299939;	0	C17H18N2O6
dcholcoa	chenodeoxycholoyl coenzyme a	KEGG:C05337;CAS:64-04-0;BIGG:bigg45602;	-4	C45H70N7O19P3S
ksi_deg22	keratan sulfate I, degradation product 22	BIGG:bigg2416941;	-5	C132H214N9O111S5
ksi_deg34	keratan sulfate I, degradation product 34	BIGG:bigg2416945;	-1	C76H126N5O59S1
acglcgal14acglcgalgluside_hs	nLc5Cer	BIGG:bigg2419404;	0	C52H92N3O27FULLRCO
spc_hs	sphingosylphosphorylcholine (homo sapiens)	BIGG:bigg2704995;	1	C23H50N2O5P
cdp	CDP	KEGG:C00112;CAS:63-38-7;BIGG:bigg33901;	-3	C9H12N3O11P2
2kmb	2-keto-4-methylthiobutyrate	BIGG:bigg228408;	-1	C5H7O3S
ura	Uracil	KEGG:C00106;CAS:66-22-8;BIGG:bigg33879;	0	C4H4N2O2
doldp_L	Dolichol diphosphate, human liver homolog	BIGG:bigg1809266;	-30	C1080H1758O70P20
m3mpdol_U	(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog	BIGG:bigg1809508;	-20	C1425H2340N20O370P20
fn2m2masn	N4-{N-Acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine	BIGG:bigg1830471;	0	C56H93N4O39X
glc2man	(2)[glucose-1,3]-mannose oligosaccharide	BIGG:bigg1838689;	0	C18H32O16
3mox4hoxm	3-Methoxy-4-hydroxymandelate	KEGG:C05584;CAS:306-08-1;BIGG:bigg46071;	-1	C9H9O5
selhcys	Selenohomocysteine	KEGG:C05698;CAS:2148941;BIGG:bigg46312;	0	C4H9NO2Se
dttOX	Oxidized dithiothreitol	KEGG:C01119;CAS:51621-02-4;BIGG:bigg36849;	0	C4H8O2S2
tettet6coa	tetracosatetraenoyl coenzyme A	BIGG:bigg2219654;	-4	C45H70N7O17P3S
coke	cocaine	KEGG:C01416;CAS:50-36-2;BIGG:bigg37546;	0	C17H21NO4
so3	Sulfite	KEGG:C00094;CAS:7782-99-2;BIGG:bigg33833;	-2	O3S
ksii_core4_pre8	keratan sulfate II biosynthesis, precursor 8	BIGG:bigg2299223;	-2	C83H134N7O61SX
7thf	heptaglutamyl folate (THF)	BIGG:bigg2304198;	-8	C49H57N13O24
whttdca	omega hydroxy tetradecanoate (n-C14:0)	BIGG:bigg2304728;	-1	C14H27O3
cs_c_deg2	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2	BIGG:bigg2416058;	-4	C37H55NO38S2
retn	Retinoate	KEGG:C00777;CAS:302-79-4;BIGG:bigg35948;	-1	C20H27O2
xmp	Xanthosine 5'-phosphate	KEGG:C00655;CAS:523-98-8;BIGG:bigg35623;	-2	C10H11N4O9P
homoval	Homovanillate	KEGG:C05582;CAS:306-08-1;BIGG:bigg46066;	-1	C9H9O4
cholcoaone	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA	KEGG:C05467;CAS:67-97-0;BIGG:bigg45868;	-4	C48H74N7O21P3S
acnamp	N-Acetylneuraminate 9-phosphate	KEGG:C06241;CAS:90-02-8;BIGG:bigg47736;	-3	C11H17NO12P
retinal	Retinal	KEGG:C00376;CAS:116-31-4;BIGG:bigg34795;	0	C20H28O
retinol-9-cis	9-cis-retinol	BIGG:bigg2265507;	0	C20H30O
sphmyln_hs	sphingomyelin (homo sapiens)	BIGG:bigg2265472;	0	C23H48N2O5PFULLRCO
ksi_pre26	keratan sulfate I biosynthesis, precursor 26	BIGG:bigg2296844;	-9	C199H318N14O166S8X
hs_deg25	heparan sulfate, degradation product 25	BIGG:bigg2304588;	-1	C23H37O21
hs_deg24	heparan sulfate, degradation product 24	BIGG:bigg2304600;	-1	C31H50NO26
ksii_core4_deg2	keratan sulfate II (core 4-linked), degradation product 2	BIGG:bigg2418068;	-2	C78H127N6O61S2X
acACP	Acetyl-ACP	KEGG:C03939;BIGG:bigg1436913;	-1	C13H23N2O8PRS
2mop	2-Methyl-3-oxopropanoate	KEGG:C00349;BIGG:bigg34698;	-1	C4H5O3
g3m8mpdol_L	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	BIGG:bigg1809525;	-20	C1960H3228N20O770P20
g2m8mpdol_U	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809524;	-20	C1845H3040N20O720P20
46dhoxquin	4,6-Dihydroxyquinoline	KEGG:C05639;CAS:552-58-9;BIGG:bigg46176;	0	C9H7NO2
lthstrl	5alpha-Cholest-7-en-3beta-ol	KEGG:C01189;CAS:80-99-9;BIGG:bigg37036;	0	C27H46O
peplys	Peptidyl-L-lysine	KEGG:C00592;BIGG:bigg52081;	0	XH
acngalgbside_hs	sialyl galactosylgloboside (homo sapiens)	BIGG:bigg2266480;	-1	C61H105N3O35FULLRCO
ksii_core4_pre1	keratan sulfate II biosynthesis, precursor 1	BIGG:bigg2299210;	0	C36H60N3O25X
hs_pre3	heparan sulfate, precursor 3	BIGG:bigg2301799;	-2	C45H69N2O36X
hs_pre6	heparan sulfate, precursor 6	BIGG:bigg2301802;	-4	C65H96N3O53X
dgcholcoa	Chenodeoxyglycocholoyl-CoA	KEGG:C05461;CAS:67-97-0;BIGG:bigg45856;	-4	C45H70N7O19P3S
cs_c	chondroitin sulfate C (GalNAc6S-GlcA), free chain	BIGG:bigg2415878;	-5	C45H67N2O46S3
cs_c_deg1	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1	BIGG:bigg2416055;	-4	C45H68N2O43S2
ksi_deg35	keratan sulfate I, degradation product 35	BIGG:bigg2416953;	-1	C68H113N4O54S1
pi	Phosphate	KEGG:C00009;CAS:14265-44-2;BIGG:bigg33499;	-2	HO4P
lac-D	D-Lactate	KEGG:C00256;CAS:10326-41-7;BIGG:bigg34414;	-1	C3H5O3
cala	N-Carbamoyl-beta-alanine	KEGG:C02642;BIGG:bigg40270;	-1	C4H7N2O3
rnam	N-Ribosylnicotinamide	KEGG:C03150;BIGG:bigg41300;	1	C11H15N2O5
btn	Biotin	KEGG:C00120;CAS:58-85-5;BIGG:bigg33931;	-1	C10H15N2O3S
Ssq23epx	(S)-Squalene-2,3-epoxide	KEGG:C01054;CAS:9029-62-3;BIGG:bigg36708;	0	C30H50O
